"","Key","Value","freq"
"89053","someone asks","you",2
"89054","someone at","the",6
"89055","someone because","i",3
"89056","someone bring","me",2
"89057","someone could","really",2
"89058","someone doesn","t",2
"89059","someone elected","to",2
"89060","someone else","s",43
"89061","someone explain","to",4
"89062","someone from","the",4
"89063","someone give","me",2
"89064","someone has","to",16
"89065","someone help","me",3
"89066","someone higher","up",2
"89067","someone i","can",4
"89068","someone in","the",41
"89069","someone is","a",2
"89070","someone just","asked",2
"89071","someone left","the",2
"89072","someone like","you",10
"89073","someone may","be",2
"89074","someone must","have",2
"89075","someone needs","to",13
"89076","someone of","the",2
"89077","someone on","the",6
"89078","someone once","said",2
"89079","someone or","something",6
"89080","someone other","than",5
"89081","someone out","there",13
"89082","someone please","tell",4
"89083","someone s","life",6
"89084","someone saying","that",2
"89085","someone says","i",2
"89086","someone she","can",2
"89087","someone so","much",2
"89088","someone somewhere","is",2
"89089","someone stole","my",2
"89090","someone talk","to",2
"89091","someone tell","me",10
"89092","someone tells","you",6
"89093","someone text","me",6
"89094","someone that","i",4
"89095","someone that'll","love",2
"89096","someone there","to",2
"89097","someone they","believe",2
"89098","someone to","take",8
"89099","someone told","me",11
"89100","someone tries","to",14
"89101","someone trying","to",2
"89102","someone tweet","me",4
"89103","someone up","there",2
"89104","someone wants","to",8
"89105","someone who","is",119
"89106","someone who's","been",2
"89107","someone will","be",2
"89108","someone with","a",26
"89109","someone would","have",4
"89110","someone you","love",21
"89111","somerset county","prosecutor",11
"89112","somerset medical","center",2
"89113","something a","little",42
"89114","something about","it",57
"89115","something after","the",2
"89116","something akin","to",5
"89117","something along","the",16
"89118","something already","in",2
"89119","something and","i",8
"89120","something as","simple",14
"89121","something at","the",2
"89122","something bad","about",3
"89123","something better","than",2
"89124","something beyond","what",2
"89125","something bigger","than",2
"89126","something but","i",4
"89127","something called","the",5
"89128","something close","to",2
"89129","something completely","different",16
"89130","something different","for",4
"89131","something do","something",2
"89132","something doesn't","feel",2
"89133","something easy","to",2
"89134","something else","to",20
"89135","something entirely","different",2
"89136","something even","the",2
"89137","something far","more",2
"89138","something for","everyone",22
"89139","something from","the",4
"89140","something fun","and",7
"89141","something goes","wrong",6
"89142","something going","on",10
"89143","something good","to",2
"89144","something had","to",6
"89145","something happens","to",3
"89146","something has","to",12
"89147","something he","said",5
"89148","something i","have",18
"89149","something i'll","be",2
"89150","something i've","been",4
"89151","something if","i",2
"89152","something important","to",4
"89153","something in","the",48
"89154","something inside","of",2
"89155","something interesting","to",4
"89156","something is","wrong",14
"89157","something it","s",2
"89158","something less","than",2
"89159","something like","that",121
"89160","something made","me",2
"89161","something more","than",15
"89162","something much","more",2
"89163","something must","be",4
"89164","something my","dad",4
"89165","something needs","to",2
"89166","something new","and",23
"89167","something nice","for",2
"89168","something no","one",2
"89169","something of","a",114
"89170","something on","the",21
"89171","something or","someone",11
"89172","something other","than",28
"89173","something out","of",36
"89174","something prompts","me",2
"89175","something related","to",2
"89176","something s","not",2
"89177","something similar","in",4
"89178","something slightly","more",2
"89179","something so","different",2
"89180","something special","about",11
"89181","something tells","me",15
"89182","something that","i",126
"89183","something that's","going",4
"89184","something the","industry",2
"89185","something they","could",4
"89186","something this","big",2
"89187","something to","do",165
"89188","something unique","and",2
"89189","something up","for",4
"89190","something very","different",3
"89191","something was","wrong",14
"89192","something wasn","t",2
"89193","something we","can",8
"89194","something weird","that",2
"89195","something where","we",3
"89196","something which","is",2
"89197","something with","a",9
"89198","something would","go",2
"89199","something wrong","with",22
"89200","something you","can",21
"89201","something you've","been",3
"89202","sometime after","the",4
"89203","sometime during","the",9
"89204","sometime in","the",23
"89205","sometime next","week",4
"89206","sometime this","week",4
"89207","sometimes a","little",2
"89208","sometimes an","almost",2
"89209","sometimes at","the",2
"89210","sometimes called","a",2
"89211","sometimes for","a",2
"89212","sometimes give","the",2
"89213","sometimes hard","to",3
"89214","sometimes have","to",4
"89215","sometimes i","just",35
"89216","sometimes i'll","be",2
"89217","sometimes if","you",2
"89218","sometimes in","the",3
"89219","sometimes it","s",34
"89220","sometimes it's","just",4
"89221","sometimes just","to",2
"89222","sometimes life","is",2
"89223","sometimes makes","me",2
"89224","sometimes my","life",2
"89225","sometimes necessary","to",2
"89226","sometimes need","to",2
"89227","sometimes referred","to",2
"89228","sometimes that","just",2
"89229","sometimes the","best",4
"89230","sometimes there","is",6
"89231","sometimes they","are",8
"89232","sometimes think","of",2
"89233","sometimes trying","to",2
"89234","sometimes we","have",6
"89235","sometimes we're","not",2
"89236","sometimes when","i",11
"89237","sometimes wish","i",2
"89238","sometimes wonder","if",4
"89239","sometimes working","for",2
"89240","sometimes you","just",38
"89241","somewhat in","the",2
"89242","somewhat lacking","in",2
"89243","somewhat less","than",2
"89244","somewhat like","a",2
"89245","somewhat of","a",35
"89246","somewhat out","of",2
"89247","somewhere along","the",8
"89248","somewhere and","i",2
"89249","somewhere around","am",2
"89250","somewhere between","and",4
"89251","somewhere during","the",2
"89252","somewhere else","and",2
"89253","somewhere i","think",2
"89254","somewhere in","the",76
"89255","somewhere near","the",2
"89256","somewhere north","of",2
"89257","somewhere on","the",10
"89258","somewhere other","than",2
"89259","somewhere over","the",4
"89260","somewhere that","you",2
"89261","son and","i",18
"89262","son as","a",2
"89263","son but","he",2
"89264","son had","a",2
"89265","son in","law",39
"89266","son is","a",3
"89267","son jesus","christ",2
"89268","son learns","the",2
"89269","son of","a",89
"89270","son on","the",2
"89271","son or","daughter",8
"89272","son to","a",2
"89273","son was","born",4
"89274","son went","and",2
"89275","son who","was",4
"89276","son will","be",4
"89277","song about","the",2
"89278","song all","day",2
"89279","song and","the",6
"89280","song at","the",2
"89281","song big","answer",2
"89282","song by","the",2
"89283","song for","the",6
"89284","song from","the",5
"89285","song i","love",2
"89286","song in","my",4
"89287","song is","a",4
"89288","song lyrics","on",2
"89289","song of","the",25
"89290","song on","the",8
"89291","song or","two",2
"89292","song out","my",2
"89293","song right","now",2
"89294","song she","s",2
"89295","song should","have",2
"89296","song stuck","in",3
"89297","song that","was",4
"89298","song to","a",2
"89299","song when","i",2
"89300","song which","i",2
"89301","song written","by",2
"89302","songs and","dancing",2
"89303","songs from","the",12
"89304","songs in","the",10
"89305","songs of","the",8
"89306","songs on","the",15
"89307","songs performed","by",2
"89308","songs such","as",3
"89309","songs that","i",2
"89310","sonic ice","cream",2
"89311","sonic the","hedgehog",2
"89312","sons and","a",5
"89313","sons of","the",4
"89314","sons richard","and",2
"89315","sony says","the",2
"89316","soo choo","and",2
"89317","soo in","love",2
"89318","soo much","i",2
"89319","soon after","the",23
"89320","soon and","i",12
"89321","soon as","i",199
"89322","soon be","able",2
"89323","soon became","a",4
"89324","soon become","a",2
"89325","soon but","until",2
"89326","soon enough","for",2
"89327","soon find","out",2
"89328","soon finds","out",2
"89329","soon found","out",2
"89330","soon going","to",2
"89331","soon he","was",2
"89332","soon i","know",2
"89333","soon in","the",2
"89334","soon it","will",4
"89335","soon learns","that",4
"89336","soon my","friend",2
"89337","soon of","my",2
"89338","soon responded","and",2
"89339","soon see","the",2
"89340","soon so","i",2
"89341","soon stay","tuned",2
"89342","soon the","darkness",2
"89343","soon to","be",103
"89344","soon we","will",2
"89345","soon will","be",4
"89346","soon with","a",2
"89347","soon you","are",2
"89348","sooner or","later",46
"89349","sooner rather","than",21
"89350","sooner than","later",4
"89351","sooooo much","better",2
"89352","sopa and","pipa",8
"89353","sopac way","south",2
"89354","sophia and","i",2
"89355","sophistication and","maturity",2
"89356","sophomore and","junior",2
"89357","sophomore in","college",2
"89358","sorachi ace","and",2
"89359","sore right","knee",2
"89360","sorely lacking","in",2
"89361","sorely tempted","to",2
"89362","sorry about","that",55
"89363","sorry bout","that",5
"89364","sorry but","i",19
"89365","sorry can't","help",2
"89366","sorry couldn't","resist",2
"89367","sorry for","the",113
"89368","sorry guys","but",2
"89369","sorry hear","u",2
"89370","sorry i","missed",31
"89371","sorry i've","been",6
"89372","sorry if","you",9
"89373","sorry it","took",2
"89374","sorry sir","but",3
"89375","sorry that","i",6
"89376","sorry the","photo",2
"89377","sorry they","are",2
"89378","sorry this","is",2
"89379","sorry to","hear",58
"89380","sorry we","didn't",2
"89381","sorry you","are",2
"89382","sort it","out",4
"89383","sort of","thing",81
"89384","sort out","the",4
"89385","sort things","out",2
"89386","sort through","the",6
"89387","sorting out","the",4
"89388","sorts of","things",22
"89389","sought by","the",2
"89390","sought help","from",2
"89391","sought to","increase",3
"89392","soul and","body",4
"89393","soul for","the",2
"89394","soul in","the",2
"89395","soul making","theodicy",2
"89396","soul of","the",7
"89397","soulless money","pits",2
"89398","souls have","been",2
"89399","souls in","the",2
"89400","souls to","the",2
"89401","sound a","little",4
"89402","sound all","that",2
"89403","sound and","the",2
"89404","sound as","it",2
"89405","sound coming","from",3
"89406","sound crazy","but",2
"89407","sound harsh","but",2
"89408","sound like","a",91
"89409","sound of","the",51
"89410","sound off","in",2
"89411","sound the","same",2
"89412","sound was","so",2
"89413","sound when","you",2
"89414","sounded just","like",2
"89415","sounded like","a",15
"89416","sounded to","me",2
"89417","sounding like","a",2
"89418","sounding of","the",2
"89419","sounds a","bit",12
"89420","sounds about","right",6
"89421","sounds and","smells",2
"89422","sounds as","if",12
"89423","sounds better","than",2
"89424","sounds but","it",2
"89425","sounds cliché","but",2
"89426","sounds good","to",9
"89427","sounds like","a",256
"89428","sounds more","like",2
"89429","sounds of","the",17
"89430","sounds on","the",2
"89431","sounds silly","but",2
"89432","sounds so","good",8
"89433","soup and","bread",2
"89434","soup of","the",4
"89435","soup roasted","butternut",2
"89436","soup with","a",2
"89437","soups and","salads",4
"89438","soups of","the",6
"89439","sour cream","and",14
"89440","sour patch","kids",2
"89441","source adapted","from",2
"89442","source close","to",8
"89443","source for","the",4
"89444","source item","d",13
"89445","source material","the",2
"89446","source of","the",46
"89447","source told","the",4
"89448","sources close","to",2
"89449","sources for","the",2
"89450","sources in","the",2
"89451","sources items","d",2
"89452","sources of","income",4
"89453","sources said","the",2
"89454","sources such","as",3
"89455","sources told","the",2
"89456","sources will","help",2
"89457","south africa","is",20
"89458","south african","government",4
"89459","south africans","under",2
"89460","south america","and",6
"89461","south american","nation",2
"89462","south and","west",6
"89463","south bend","and",2
"89464","south by","southwest",4
"89465","south carolina","and",18
"89466","south county","center",2
"89467","south cuyahoga","sportsmen's",2
"89468","south dakota","state",6
"89469","south division","and",2
"89470","south east","london",2
"89471","south end","of",2
"89472","south euclid","lyndhurst",4
"89473","south florida","is",2
"89474","south geyer","road",2
"89475","south high","school",2
"89476","south hillsboro","development",2
"89477","south jefferson","avenue",2
"89478","south jersey","democrat",2
"89479","south korea","and",6
"89480","south korea's","kospi",4
"89481","south korean","and",2
"89482","south lake","tahoe",7
"89483","south lindbergh","boulevard",5
"89484","south los","angeles",9
"89485","south mountain","precinct",2
"89486","south of","the",56
"89487","south on","highway",2
"89488","south orange","avenue",2
"89489","south park","is",2
"89490","south platte","river",2
"89491","south san","francisco",13
"89492","south side","of",13
"89493","south springfield","avenue",2
"89494","south th","street",4
"89495","south to","the",3
"89496","south walkway","will",2
"89497","south west","of",2
"89498","south winds","between",2
"89499","south yorkshire","probation",2
"89500","southbound lanes","of",2
"89501","southeast corner","of",4
"89502","southeast division","street",2
"89503","southeast missouri","state",8
"89504","southeast nd","avenue",6
"89505","southeast steele","street",3
"89506","southeast th","avenue",2
"89507","southeastern conference","this",2
"89508","southerly winds","and",2
"89509","southern baptist","convention",2
"89510","southern california","edison",8
"89511","southern commercial","bank",2
"89512","southern district","of",2
"89513","southern illinois","university",18
"89514","southern new","jersey",28
"89515","southern part","of",6
"89516","southern parts","of",2
"89517","southern poverty","law",6
"89518","southern province","of",2
"89519","southern section","division",2
"89520","southern side","of",2
"89521","southern star","is",2
"89522","southern tier","was",2
"89523","southern tip","of",5
"89524","southfield public","library",2
"89525","southwest and","airtran",2
"89526","southwest community","center",2
"89527","southwest corner","of",6
"89528","southwest general","health",4
"89529","southwest naito","parkway",2
"89530","southwest th","avenue",2
"89531","southwestern institute","of",2
"89532","sovereign immunity","in",2
"89533","soviet union","and",4
"89534","sowed the","seeds",2
"89535","sox at","u",2
"89536","sox have","gone",2
"89537","sox in","a",2
"89538","sox manager","robin",2
"89539","soy sauce","and",12
"89540","soya sauce","and",2
"89541","sp playback","fps",2
"89542","space and","the",8
"89543","space as","well",3
"89544","space at","the",7
"89545","space between","the",9
"89546","space center","in",2
"89547","space for","the",20
"89548","space from","the",2
"89549","space in","the",39
"89550","space into","a",2
"89551","space is","limited",7
"89552","space just","for",2
"89553","space next","door",2
"89554","space of","a",7
"89555","space on","the",24
"89556","space preserve","and",2
"89557","space shuttle","challenger",4
"89558","space that","i",2
"89559","space to","be",3
"89560","space was","opened",2
"89561","space we","need",2
"89562","space with","a",7
"89563","spacers on","spacers",2
"89564","spaces dc","ch",6
"89565","spaces he","said",2
"89566","spaces in","the",5
"89567","spadaro said","the",2
"89568","spaghetti sauce","with",2
"89569","spain's year","government",2
"89570","spain and","italy",4
"89571","spain is","a",2
"89572","spain where","the",2
"89573","spam bot","followers",4
"89574","span of","the",4
"89575","span style","background",53
"89576","spanish and","english",2
"89577","spanish civil","war",2
"89578","spanish study","group",2
"89579","spare a","thought",3
"89580","spare time","on",4
"89581","spare you","the",2
"89582","spark interest","in",3
"89583","spark of","insanity",2
"89584","sparked by","the",3
"89585","sparked the","current",2
"89586","sparkle to","the",2
"89587","sparkling wine","and",2
"89588","sparkling wines","and",2
"89589","sparkly things","and",2
"89590","sparky and","me",2
"89591","sparky anderson","and",2
"89592","spate of","recent",2
"89593","spawned a","cottage",2
"89594","spay and","neuter",2
"89595","spaz if","you",2
"89596","speak about","the",2
"89597","speak against","the",2
"89598","speak at","the",15
"89599","speak clearly","into",2
"89600","speak directly","to",2
"89601","speak for","themselves",11
"89602","speak from","experience",2
"89603","speak in","a",4
"89604","speak it","out",2
"89605","speak louder","than",2
"89606","speak of","it",4
"89607","speak on","the",4
"89608","speak openly","about",2
"89609","speak out","against",4
"89610","speak publicly","about",8
"89611","speak the","truth",5
"89612","speak to","the",52
"89613","speak up","for",2
"89614","speak with","a",2
"89615","speaker dave","hunt",2
"89616","speaker for","the",2
"89617","speaker john","boehner",27
"89618","speaker kurt","zellers",4
"89619","speaker nancy","pelosi",2
"89620","speaker newt","gingrich",15
"89621","speaker of","the",26
"89622","speaker sheila","oliver",20
"89623","speaker steve","tilley",2
"89624","speaker steven","tilley",2
"89625","speaker will","be",2
"89626","speaker william","g",5
"89627","speakers at","the",2
"89628","speaking about","the",6
"89629","speaking at","the",14
"89630","speaking from","the",2
"89631","speaking in","a",4
"89632","speaking of","the",20
"89633","speaking on","condition",13
"89634","speaking out","about",2
"89635","speaking the","truth",2
"89636","speaking to","the",12
"89637","speaking up","for",2
"89638","speaking with","a",2
"89639","speaks for","itself",14
"89640","speaks of","the",5
"89641","speaks the","truth",2
"89642","speaks to","the",14
"89643","speaks volumes","about",7
"89644","special administrative","board",10
"89645","special agent","in",8
"89646","special and","i",4
"89647","special anniversary","sets",2
"89648","special attention","to",6
"89649","special beat","service",2
"89650","special because","it",2
"89651","special character","that",2
"89652","special connection","to",2
"89653","special day","for",2
"89654","special economic","zone",2
"89655","special ed","class",2
"89656","special edition","of",2
"89657","special education","students",4
"89658","special effects","and",4
"89659","special election","to",2
"89660","special emphasis","on",2
"89661","special envoy","to",2
"89662","special events","the",2
"89663","special features","include",2
"89664","special friend","of",2
"89665","special group","of",2
"89666","special guest","designer",2
"89667","special he","said",2
"89668","special in","our",2
"89669","special interest","groups",4
"89670","special interests","that",2
"89671","special jury","prize",2
"89672","special kind","of",6
"89673","special magnetic","door",2
"89674","special meaning","for",2
"89675","special needs","children",4
"89676","special of","the",2
"89677","special people","in",2
"89678","special place","in",21
"89679","special prosecutor","angela",2
"89680","special session","to",2
"89681","special shout","out",6
"89682","special teams","and",2
"89683","special thank","you",10
"89684","special thanks","to",33
"89685","special to","me",11
"89686","special treat","for",2
"89687","specialist at","the",2
"89688","specialist for","the",2
"89689","specialist with","the",8
"89690","specialists from","the",2
"89691","specialize in","a",2
"89692","specializing in","them",2
"89693","specially designed","for",2
"89694","specials all","night",3
"89695","specials as","well",2
"89696","specials soups","of",2
"89697","specialties such","as",2
"89698","species and","the",2
"89699","specific areas","of",2
"89700","specific date","for",2
"89701","specific feature","showing",2
"89702","specific information","on",2
"89703","specific interrogation","techniques",2
"89704","specific needs","and",2
"89705","specific threat","to",2
"89706","specific type","of",4
"89707","specifically designed","for",3
"89708","specifically for","the",5
"89709","specifically in","the",5
"89710","specifically mentioned","in",2
"89711","specifically on","the",3
"89712","specifically tailored","to",2
"89713","specifics about","how",2
"89714","specifics of","the",11
"89715","spectacle of","the",4
"89716","spectacular view","of",2
"89717","spectrum fantastic","art",2
"89718","spectrum noir","pens",2
"89719","spectrum was","auctioned",2
"89720","speculate about","what",2
"89721","speculate as","to",2
"89722","speculated that","the",4
"89723","speculation about","the",4
"89724","speculation in","the",2
"89725","speculation that","the",2
"89726","sped out","of",2
"89727","speech and","debate",2
"89728","speech at","the",12
"89729","speech in","his",2
"89730","speech kucinich","called",2
"89731","speech last","year",2
"89732","speech on","the",3
"89733","speech saying","that",2
"89734","speech to","the",4
"89735","speech was","good",2
"89736","speech written","by",2
"89737","speeches at","the",2
"89738","speed accuracy","and",2
"89739","speed and","he",2
"89740","speed at","the",2
"89741","speed dating","event",2
"89742","speed for","another",2
"89743","speed just","until",2
"89744","speed limit","at",2
"89745","speed of","the",8
"89746","speed on","the",4
"89747","speed rail","projects",3
"89748","speed to","medium",5
"89749","speed up","the",15
"89750","speed with","which",2
"89751","speeds of","about",2
"89752","speedskating in","the",2
"89753","speedy bankruptcy","court",2
"89754","speedy trial","arguing",2
"89755","spell doom","for",2
"89756","spell his","name",2
"89757","spell it","in",3
"89758","spell on","me",2
"89759","spell out","the",2
"89760","spellbinders grand","nestabilities",2
"89761","spellcheck word","amp",53
"89762","spelled backwards","is",5
"89763","spelled out","in",7
"89764","spelling of","the",2
"89765","spelling out","the",4
"89766","spells out","the",2
"89767","spelman college","founders",2
"89768","spencer brown","said",2
"89769","spend a","lot",65
"89770","spend about","to",2
"89771","spend all","day",5
"89772","spend an","afternoon",2
"89773","spend another","million",2
"89774","spend any","money",2
"89775","spend as","much",9
"89776","spend at","least",2
"89777","spend far","too",2
"89778","spend hours","in",2
"89779","spend it","with",5
"89780","spend less","than",2
"89781","spend lots","of",2
"89782","spend million","on",2
"89783","spend money","on",8
"89784","spend more","time",70
"89785","spend most","of",19
"89786","spend much","time",4
"89787","spend my","time",17
"89788","spend on","a",8
"89789","spend or","more",2
"89790","spend our","first",2
"89791","spend part","of",2
"89792","spend several","minutes",2
"89793","spend so","much",15
"89794","spend some","time",55
"89795","spend the","night",26
"89796","spend their","days",2
"89797","spend time","with",80
"89798","spend too","much",12
"89799","spend two","hours",2
"89800","spend up","to",2
"89801","spend your","life",6
"89802","spending a","lot",31
"89803","spending about","million",2
"89804","spending and","raise",2
"89805","spending but","it's",2
"89806","spending by","percent",2
"89807","spending cuts","and",6
"89808","spending does","not",2
"89809","spending for","the",4
"89810","spending four","years",2
"89811","spending his","entire",2
"89812","spending in","the",5
"89813","spending less","on",4
"89814","spending lots","of",2
"89815","spending money","on",8
"89816","spending more","time",12
"89817","spending most","of",2
"89818","spending my","time",2
"89819","spending on","the",4
"89820","spending percent","of",2
"89821","spending plan","that",2
"89822","spending so","much",4
"89823","spending some","time",4
"89824","spending that","is",2
"89825","spending the","day",11
"89826","spending time","with",77
"89827","spending to","close",2
"89828","spending too","much",5
"89829","spending years","in",2
"89830","spends a","lot",4
"89831","spends his","days",2
"89832","spends most","of",9
"89833","spends part","of",2
"89834","spends the","night",2
"89835","spent a","lot",80
"89836","spent about","minutes",4
"89837","spent according","to",2
"89838","spent all","day",3
"89839","spent an","hour",7
"89840","spent as","much",2
"89841","spent at","the",4
"89842","spent by","the",2
"89843","spent christmas","eve",2
"89844","spent during","the",4
"89845","spent enough","time",2
"89846","spent five","years",2
"89847","spent fuel","for",2
"89848","spent her","first",2
"89849","spent his","career",2
"89850","spent hops","and",2
"89851","spent hours","on",4
"89852","spent in","the",9
"89853","spent lots","of",2
"89854","spent many","a",4
"89855","spent million","on",2
"89856","spent millions","of",2
"89857","spent more","than",51
"89858","spent most","of",89
"89859","spent much","of",40
"89860","spent my","whole",2
"89861","spent nearly","a",2
"89862","spent nuclear","fuel",3
"89863","spent on","the",18
"89864","spent only","about",2
"89865","spent part","of",9
"89866","spent plenty","of",2
"89867","spent quite","a",6
"89868","spent seven","years",2
"89869","spent several","hours",2
"89870","spent so","much",13
"89871","spent some","time",42
"89872","spent tens","of",2
"89873","spent the","last",59
"89874","spent three","years",6
"89875","spent time","in",4
"89876","spent too","much",4
"89877","spent two","years",10
"89878","spent with","my",4
"89879","spent years","in",9
"89880","sphere of","influence",2
"89881","spice it","up",2
"89882","spice things","up",2
"89883","spiced up","with",2
"89884","spiced with","a",2
"89885","spices and","salt",2
"89886","spiciness of","the",2
"89887","spicy roasted","chickpeas",2
"89888","spider man","has",2
"89889","spiked the","pressure",2
"89890","spilled into","the",5
"89891","spin it","to",2
"89892","spin off","of",2
"89893","spin on","it",4
"89894","spinal cord","injury",2
"89895","spiraling out","of",4
"89896","spirit and","the",8
"89897","spirit behind","the",2
"89898","spirit but","i",2
"89899","spirit filled","life",2
"89900","spirit i","did",2
"89901","spirit of","the",64
"89902","spirit or","the",2
"89903","spirit that","animates",2
"89904","spirited rendition","of",2
"89905","spirits and","a",2
"89906","spirits of","those",3
"89907","spiritual and","physical",2
"89908","spiritual aspect","of",2
"89909","spiritual rather","than",2
"89910","spirituality and","religion",2
"89911","spiritually i","feel",2
"89912","spit out","the",3
"89913","spite of","the",38
"89914","splash back","to",2
"89915","splash in","the",2
"89916","splash of","color",2
"89917","splashed across","the",2
"89918","split between","the",2
"89919","split down","the",2
"89920","split into","two",4
"89921","split is","a",2
"89922","split on","whether",6
"89923","split second","decision",2
"89924","split wide","open",2
"89925","spoil my","mom",2
"89926","spoilers but","i",2
"89927","spoilt for","choice",2
"89928","spoke about","the",10
"89929","spoke as","the",2
"89930","spoke at","the",9
"89931","spoke during","a",2
"89932","spoke in","a",3
"89933","spoke of","the",7
"89934","spoke on","condition",20
"89935","spoke out","against",5
"89936","spoke to","the",34
"89937","spoke too","soon",2
"89938","spoke with","a",8
"89939","spoken and","they",2
"89940","spoken at","all",2
"89941","spoken for","hours",2
"89942","spoken in","the",2
"89943","spoken of","as",2
"89944","spoken to","me",5
"89945","spoken word","artist",2
"89946","spokescharacters on","tv",2
"89947","spokesman brian","lee",2
"89948","spokesman darryl","jeffries",2
"89949","spokesman declined","to",7
"89950","spokesman did","not",4
"89951","spokesman for","the",179
"89952","spokesman gagah","prakoso",2
"89953","spokesman in","kabul",2
"89954","spokesman jay","carney",2
"89955","spokesman joe","orlando",2
"89956","spokesman kevin","roberts",2
"89957","spokesman michael","drewniak",19
"89958","spokesman rob","nichols",7
"89959","spokesman ryan","o'doherty",2
"89960","spokesman said","the",24
"89961","spokesperson for","the",7
"89962","spokeswoman called","the",2
"89963","spokeswoman confirmed","that",2
"89964","spokeswoman declined","to",4
"89965","spokeswoman did","not",2
"89966","spokeswoman for","the",108
"89967","spokeswoman said","the",17
"89968","spokeswoman sharon","saunders",2
"89969","spokeswoman victoria","nuland",2
"89970","sponge and","black",2
"89971","sponsor for","the",6
"89972","sponsor of","the",21
"89973","sponsor reserves","the",4
"89974","sponsor this","week",8
"89975","sponsored by","the",83
"89976","sponsored legislation","that",2
"89977","sponsored the","bill",4
"89978","sponsors of","the",5
"89979","spoon the","mixture",2
"89980","spoon to","break",2
"89981","sporadic at","best",2
"89982","sport shave","ken",2
"89983","sport that","is",2
"89984","sport utility","vehicle",11
"89985","sporting a","mohawk",2
"89986","sporting event","in",2
"89987","sporting kansas","city",9
"89988","sports and","entertainment",11
"89989","sports authority","from",2
"89990","sports hall","of",2
"89991","sports illustrated","last",2
"89992","sports in","italy",7
"89993","sports network","and",2
"89994","sports neurology","in",2
"89995","sports programs","by",2
"89996","sports related","injuries",2
"89997","sports such","as",2
"89998","sports talk","radio",4
"89999","spot ahead","of",2
"90000","spot and","a",2
"90001","spot by","the",2
"90002","spot for","the",14
"90003","spot in","the",123
"90004","spot near","the",2
"90005","spot of","the",5
"90006","spot on","the",49
"90007","spot so","i",2
"90008","spot to","be",2
"90009","spot trending","now",9
"90010","spot where","he",2
"90011","spotlight again","as",2
"90012","spotlight on","the",7
"90013","spots in","the",28
"90014","spots on","the",14
"90015","spots to","no",2
"90016","spotted at","the",2
"90017","spotting some","of",2
"90018","spouse would","be",2
"90019","spouses of","presidents",2
"90020","sprained left","ankle",4
"90021","sprained right","ankle",4
"90022","sprang up","in",2
"90023","spray for","the",2
"90024","spray paint","a",2
"90025","spray painted","on",2
"90026","sprayed it","with",2
"90027","spread a","little",2
"90028","spread across","the",8
"90029","spread and","a",2
"90030","spread from","the",2
"90031","spread his","word",2
"90032","spread in","the",2
"90033","spread like","wildfire",2
"90034","spread of","the",4
"90035","spread on","the",2
"90036","spread out","over",5
"90037","spread the","word",140
"90038","spread them","out",2
"90039","spread through","the",7
"90040","spread throughout","the",10
"90041","spread to","the",6
"90042","spreading the","word",35
"90043","spreading word","about",2
"90044","spreads rapidly","and",2
"90045","sprig of","mint",2
"90046","sprigs of","fresh",2
"90047","spring and","summer",27
"90048","spring as","a",2
"90049","spring break","is",10
"90050","spring cleaning","and",2
"90051","spring day","and",2
"90052","spring for","the",4
"90053","spring have","been",2
"90054","spring hill","tenn",5
"90055","spring in","the",4
"90056","spring is","in",6
"90057","spring of","classes",2
"90058","spring or","summer",4
"90059","spring practice","for",2
"90060","spring summer","collection",4
"90061","spring to","see",2
"90062","spring training","and",6
"90063","spring when","the",2
"90064","springing from","the",2
"90065","springs as","he",2
"90066","springs co","the",2
"90067","springs high","school",2
"90068","springs to","mind",3
"90069","springsteen and","the",11
"90070","sprinkle the","top",2
"90071","sprinkle top","with",2
"90072","sprinkle with","remaining",2
"90073","sprinkles on","the",2
"90074","sprint cup","series",7
"90075","sprinter amber","purvis",3
"90076","sprinters have","gotten",2
"90077","sprints in","the",2
"90078","sprung into","action",2
"90079","sprung to","mind",2
"90080","spun off","as",2
"90081","spun round","and",2
"90082","spur of","the",10
"90083","spur on","the",2
"90084","spurred by","the",2
"90085","spurred on","by",2
"90086","spurs are","not",2
"90087","spurs spurs","spurs",2
"90088","spx dow","were",2
"90089","spx pro","motion",2
"90090","spy in","the",2
"90091","spyder is","a",2
"90092","sq ft","and",3
"90093","squad after","he",2
"90094","squad and","the",2
"90095","square feet","of",72
"90096","square foot","home",45
"90097","square in","front",2
"90098","square is","a",4
"90099","square mile","project",2
"90100","square miles","of",4
"90101","square nautical","miles",2
"90102","squarely at","the",2
"90103","squarely in","the",4
"90104","squarely on","the",6
"90105","squares off","against",2
"90106","squares on","the",2
"90107","squares right","sides",2
"90108","squaring it","up",2
"90109","squaring of","capitalism",2
"90110","squash and","zucchini",3
"90111","squash with","a",2
"90112","squeeze in","a",2
"90113","squeeze of","lime",2
"90114","squeeze one","lemon",2
"90115","squeezed in","a",2
"90116","squeezed into","a",2
"90117","squeezed lemon","juice",4
"90118","squeezed orange","juice",2
"90119","sri krishna","s",2
"90120","sri lanka","and",2
"90121","srila prabhupada","s",3
"90122","sstp server","in",4
"90123","st andrew","umc",2
"90124","st around","stitches",2
"90125","st century","and",2
"90126","st congressional","district",6
"90127","st day","of",4
"90128","st louis","ribs",2
"90129","st luke","s",2
"90130","st marine","division",2
"90131","st mary","s",2
"90132","st of","may",2
"90133","st patrick","s",2
